register_id,name,institution_id,institution_name,created,modified,addresses_roadtype_id,addresses_roadtype_name,addresses_road_id,addresses_road_name,addresses_start_street_number,addresses_end_street_number,addresses_neighborhood_id,addresses_neighborhood_name,addresses_district_id,addresses_district_name,addresses_zip_code,addresses_town,addresses_main_address,addresses_type,values_id,values_attribute_id,values_category,values_attribute_name,values_value,values_outstanding,values_description,secondary_filters_id,secondary_filters_name,secondary_filters_fullpath,secondary_filters_tree,secondary_filters_asia_id,geo_epgs_25831_x,geo_epgs_25831_y,geo_epgs_4326_x,geo_epgs_4326_y
﻿92086009459,Mercat de Sarrià,,,1984-12-28T00:00:00+01:00,2022-12-09T11:31:34.799376+01:00,,,278007,Pg Reina Elisenda Montcada,8,,23,Sarrià,05,Sarrià-Sant Gervasi,08034,BARCELONA,True,,161787,20001,Telèfons,Tel.,934132326,True,,66731068,WiFi BCN,Planol BCN >> Internet >> Punts d'accés a Internet >> WiFi BCN,651,0065103013000000,426499.7880780594,4583517.168043066,41.399835932090404,2.1207231796604993
﻿92086009459,Mercat de Sarrià,,,1984-12-28T00:00:00+01:00,2022-12-09T11:31:34.799376+01:00,,,278007,Pg Reina Elisenda Montcada,8,,23,Sarrià,05,Sarrià-Sant Gervasi,08034,BARCELONA,True,,161787,20001,Telèfons,Tel.,934132326,True,,58731068,Mercats municipals,Planol BCN >> Mercats i centres comercials >> Mercats i centres comercials >> Mercats municipals,651,0065103005000000,426499.7880780594,4583517.168043066,41.399835932090404,2.1207231796604993
﻿92086009463,Mercat de l'Abaceria Central,,,1984-12-28T00:00:00+01:00,2022-11-28T08:47:03.784249+01:00,,,305100,Pg Sant Joan,181,,32,el Camp d'en Grassot i Gràcia Nova,06,Gràcia,08037,BARCELONA,True,,161639,20001,Telèfons,Tel.,934132313,True,,58731068,Mercats municipals,Planol BCN >> Mercats i centres comercials >> Mercats i centres comercials >> Mercats municipals,651,0065103005000000,430135.96867873694,4583853.189536537,41.403186528682156,2.1641791642522206
﻿92086011624,Mercat de les Flors *Les Rambles,,,1985-03-22T00:00:00+01:00,2022-06-15T10:03:03.039348+02:00,,,034308,C la Rambla,116,,02,el Barri Gòtic,01,Ciutat Vella,08002,BARCELONA,True,,163447,100050,Telèfons,No tenen telèfon,-,True,,58731069,Mercats i fires al carrer,Planol BCN >> Mercats i centres comercials >> Mercats i centres comercials >> Mercats i fires al carrer,651,0065103005000001,430763.93904057535,4581604.3696054,41.38298645419762,2.1719482422846794
﻿92086011624,Mercat de les Flors *Les Rambles,,,1985-03-22T00:00:00+01:00,2022-06-15T10:03:03.039348+02:00,,,034308,C la Rambla,116,,02,el Barri Gòtic,01,Ciutat Vella,08002,BARCELONA,True,,163447,100050,Telèfons,No tenen telèfon,-,True,,58731068,Mercats municipals,Planol BCN >> Mercats i centres comercials >> Mercats i centres comercials >> Mercats municipals,651,0065103005000000,430763.93904057535,4581604.3696054,41.38298645419762,2.1719482422846794
﻿92086009783,Mercat de La Trinitat,,,1985-01-17T00:00:00+01:00,2022-12-12T13:52:55.125743+01:00,,,250507,Carrer de la Pedrosa,21,,53,la Trinitat Nova,08,Nou Barris,08033,Barcelona,True,,162010,20001,Telèfons,Tel.,934132343,True,,66731068,WiFi BCN,Planol BCN >> Internet >> Punts d'accés a Internet >> WiFi BCN,651,0065103013000000,431859.8539116211,4588889.191811188,41.44869202746852,2.1842333444483297
﻿92086009783,Mercat de La Trinitat,,,1985-01-17T00:00:00+01:00,2022-12-12T13:52:55.125743+01:00,,,250507,Carrer de la Pedrosa,21,,53,la Trinitat Nova,08,Nou Barris,08033,Barcelona,True,,162010,20001,Telèfons,Tel.,934132343,True,,58731068,Mercats municipals,Planol BCN >> Mercats i centres comercials >> Mercats i centres comercials >> Mercats municipals,651,0065103005000000,431859.8539116211,4588889.191811188,41.44869202746852,2.1842333444483297
﻿92086009785,Mercat de Felip II,,,1985-01-17T00:00:00+01:00,2022-12-02T12:31:38.847483+01:00,,,121402,Carrer de Felip II,118,,61,la Sagrera,09,Sant Andreu,08027,Barcelona,True,,162012,20001,Telèfons,Tel.,934132337,True,,58731068,Mercats municipals,Planol BCN >> Mercats i centres comercials >> Mercats i centres comercials >> Mercats municipals,651,0065103005000000,431903.77108437516,4585928.083667554,41.42202611203264,2.1850927220559564
﻿92086009782,Mercat de Ciutat Meridiana,,,1985-01-17T00:00:00+01:00,2022-12-02T12:14:18.041067+01:00,,,092950,Carrer de Costabona,4,,55,Ciutat Meridiana,08,Nou Barris,08033,Barcelona,True,,162009,20001,Telèfons,Tel.,934132336,True,,58731068,Mercats municipals,Planol BCN >> Mercats i centres comercials >> Mercats i centres comercials >> Mercats municipals,651,0065103005000000,431337.1846859035,4590340.3365779165,41.46171736162206,2.1778115794473596
﻿92086009787,Mercat de Sant Andreu,,,1985-01-17T00:00:00+01:00,2022-12-20T13:25:59.752480+01:00,,,208307,Plaça del Mercadal,41,41,60,Sant Andreu,09,Sant Andreu,08030,Barcelona,True,,162013,20001,Telèfons,Tel.,934132342,True,,58731068,Mercats municipals,Planol BCN >> Mercats i centres comercials >> Mercats i centres comercials >> Mercats municipals,651,0065103005000000,432192.986,4587353.979,41.43489312913731,2.1883934902332927
﻿92086009447,Mercat de Sant Josep - La Boqueria,,,1984-12-28T00:00:00+01:00,2023-01-19T09:05:30.126733+01:00,,,034308,Carrer la Rambla,89,,01,el Raval,01,Ciutat Vella,08002,Barcelona,True,,161741,20001,Telèfons,Tel.,934132303,True,Informació,58731068,Mercats municipals,Planol BCN >> Mercats i centres comercials >> Mercats i centres comercials >> Mercats municipals,651,0065103005000000,430789.9118095357,4581500.025629077,41.382048894375004,2.1722707591057397
﻿92086009448,Mercat de Santa Caterina,,,1984-12-28T00:00:00+01:00,2022-12-15T13:05:29.465006+01:00,,,132952,Av Francesc Cambó,16,,04,"Sant Pere, Santa Caterina i la Ribera",01,Ciutat Vella,08003,BARCELONA,True,,161718,20006,Telèfons,Informació,934132298,True,,58731068,Mercats municipals,Planol BCN >> Mercats i centres comercials >> Mercats i centres comercials >> Mercats municipals,651,0065103005000000,431288.34786604624,4581977.8100680085,41.38639488164491,2.1781771121189712
﻿92086009454,Mercat d'Hostafrancs,,,1984-12-28T00:00:00+01:00,2022-12-02T12:51:12.642928+01:00,,,094809,Carrer de la Creu Coberta,93,,15,Hostafrancs,03,Sants-Montjuïc,08014,Barcelona,True,,161784,20001,Telèfons,Tel.,934132307,True,,58731068,Mercats municipals,Planol BCN >> Mercats i centres comercials >> Mercats i centres comercials >> Mercats municipals,651,0065103005000000,428406.2821413866,4580758.575369845,41.37516234439833,2.143853943380838
﻿92086009455,Mercat de Sants,,,1984-12-28T00:00:00+01:00,2023-01-17T10:01:53.308253+01:00,,,304209,C Sant Jordi,6,,18,Sants,03,Sants-Montjuïc,08028,BARCELONA,True,,162421,20039,Telèfons,Servei a domicili,932694472,True,,58731068,Mercats municipals,Planol BCN >> Mercats i centres comercials >> Mercats i centres comercials >> Mercats municipals,651,0065103005000000,427561.26936680474,4580720.238564051,41.37474144032811,2.1337546284183255
﻿92086009456,Mercat de La Marina,,,1984-12-28T00:00:00+01:00,2022-12-02T13:07:07.345988+01:00,,,369408,Passeig de la Zona Franca,178,,13,la Marina de Port,03,Sants-Montjuïc,08038,Barcelona,True,,161785,20001,Telèfons,Tel.,934132308,True,,58731068,Mercats municipals,Planol BCN >> Mercats i centres comercials >> Mercats i centres comercials >> Mercats municipals,651,0065103005000000,428000.2154405831,4579121.355270005,41.36038025969584,2.1391929530213143
﻿92086009777,Mercat de Vall d'Hebron -Taxonera,,,1985-01-17T00:00:00+01:00,2022-12-20T13:30:51.019135+01:00,,,352507,Pg Vall d'Hebron,130,,38,la Teixonera,07,Horta-Guinardó,08035,BARCELONA,True,,162005,20001,Telèfons,Tel.,934132344,True,,58731068,Mercats municipals,Planol BCN >> Mercats i centres comercials >> Mercats i centres comercials >> Mercats municipals,651,0065103005000000,428342.80660247395,4586188.534393698,41.42406217314218,2.142452280248374
﻿92086009778,Mercat d'Horta,,,1985-01-17T00:00:00+01:00,2022-12-07T14:50:22.998553+01:00,,,329505,Carrer del Tajo,75,,43,Horta,07,Horta-Guinardó,08032,Barcelona,True,,162391,20039,Telèfons,Servei a domicili,934204858,True,,58731068,Mercats municipals,Planol BCN >> Mercats i centres comercials >> Mercats i centres comercials >> Mercats municipals,651,0065103005000000,429782.4385003537,4586792.0708142,41.42962510164449,2.1596089875560494
﻿92086009780,Mercat de La Mercè,,,1985-01-17T00:00:00+01:00,2022-12-20T13:00:18.031030+01:00,,,119003,Passeig de Fabra i Puig,270,,46,el Turó de la Peira,08,Nou Barris,08031,Barcelona,True,,162007,20001,Telèfons,Tel.,934132340,True,,58731068,Mercats municipals,Planol BCN >> Mercats i centres comercials >> Mercats i centres comercials >> Mercats municipals,651,0065103005000000,430952.3131277629,4586876.077236401,41.430483134921964,2.1735994954221325
﻿92086009784,Mercat del Bon Pastor,,,1985-01-17T00:00:00+01:00,2022-12-07T14:44:03.341488+01:00,,,295709,C Sant Adrià,154,,59,el Bon Pastor,09,Sant Andreu,08030,BARCELONA,True,,162011,20001,Telèfons,Tel.,934132333,True,,58731068,Mercats municipals,Planol BCN >> Mercats i centres comercials >> Mercats i centres comercials >> Mercats municipals,651,0065103005000000,433679.4865410602,4587464.588048085,41.43601348746425,2.206172152917636
﻿92086009464,Mercat de Lesseps,,,1984-12-28T00:00:00+01:00,2022-12-20T12:49:42.896275+01:00,,,356803,Carrer de Verdi,200,,30,la Salut,06,Gràcia,08024,Barcelona,True,,161790,20001,Telèfons,Tel.,934132319,True,,58731068,Mercats municipals,Planol BCN >> Mercats i centres comercials >> Mercats i centres comercials >> Mercats municipals,651,0065103005000000,429129.2763178683,4584523.136793965,41.40913237323212,2.1520583716061497
﻿92086009467,Mercat Encants de Sant Antoni,,,1984-12-28T00:00:00+01:00,2022-12-01T13:59:52.514236+01:00,,,349706,C Comte d'Urgell,1,,10,Sant Antoni,02,Eixample,08011,BARCELONA,True,,161791,20001,Telèfons,Tel.,934132300,True,,58731069,Mercats i fires al carrer,Planol BCN >> Mercats i centres comercials >> Mercats i centres comercials >> Mercats i fires al carrer,651,0065103005000001,430051.6610027413,4581424.137217797,41.38130154687465,2.1634511872440987
﻿92086009467,Mercat Encants de Sant Antoni,,,1984-12-28T00:00:00+01:00,2022-12-01T13:59:52.514236+01:00,,,349706,C Comte d'Urgell,1,,10,Sant Antoni,02,Eixample,08011,BARCELONA,True,,161791,20001,Telèfons,Tel.,934132300,True,,58731068,Mercats municipals,Planol BCN >> Mercats i centres comercials >> Mercats i centres comercials >> Mercats municipals,651,0065103005000000,430051.6610027413,4581424.137217797,41.38130154687465,2.1634511872440987
﻿92086009460,Mercat de Les Tres Torres,,,1984-12-28T00:00:00+01:00,2022-12-01T14:35:15.326856+01:00,,,357103,Carrer dels Vergós,2,,24,les Tres Torres,05,Sarrià-Sant Gervasi,08017,Barcelona,True,,161788,20001,Telèfons,Tel.,934132327,True,,58731068,Mercats municipals,Planol BCN >> Mercats i centres comercials >> Mercats i centres comercials >> Mercats municipals,651,0065103005000000,427382.4545013339,4583520.346202765,41.39994475791636,2.131280890433586
﻿92086009462,Mercat de Sant Gervasi,,,1984-12-28T00:00:00+01:00,2022-12-01T14:41:38.474899+01:00,,,231706,Pl Joaquim Folguera,6,,25,Sant Gervasi - la Bonanova,05,Sarrià-Sant Gervasi,08022,BARCELONA,True,,161789,20001,Telèfons,Tel.,934132325,True,,58731068,Mercats municipals,Planol BCN >> Mercats i centres comercials >> Mercats i centres comercials >> Mercats municipals,651,0065103005000000,427996.0394051634,4584149.15420139,41.40566335305059,2.138545571747631
﻿92086009468,Mercat Encants Barcelona - Fira de Bellcaire,,,1984-12-28T00:00:00+01:00,2022-12-19T10:26:20.443442+01:00,,,073900,Carrer de los Castillejos,158,,05,el Fort Pienc,02,Eixample,08013,Barcelona,True,,161792,20001,Telèfons,Tel.,934132328,True,,58731069,Mercats i fires al carrer,Planol BCN >> Mercats i centres comercials >> Mercats i centres comercials >> Mercats i fires al carrer,651,0065103005000001,431930.0672997694,4583600.390367976,41.401063548775554,2.1856692459565465
﻿92086009468,Mercat Encants Barcelona - Fira de Bellcaire,,,1984-12-28T00:00:00+01:00,2022-12-19T10:26:20.443442+01:00,,,073900,Carrer de los Castillejos,158,,05,el Fort Pienc,02,Eixample,08013,Barcelona,True,,161792,20001,Telèfons,Tel.,934132328,True,,58731068,Mercats municipals,Planol BCN >> Mercats i centres comercials >> Mercats i centres comercials >> Mercats municipals,651,0065103005000000,431930.0672997694,4583600.390367976,41.401063548775554,2.1856692459565465
﻿99400069155,Mercat del Fort Pienc,,,2003-12-03T14:07:07+01:00,2022-12-02T12:29:11.222711+01:00,,,701420,Pl Fort Pienc,3,,05,el Fort Pienc,02,Eixample,08013,BARCELONA,True,,208673,20001,Telèfons,Tel.,934132316,True,,58731068,Mercats municipals,Planol BCN >> Mercats i centres comercials >> Mercats i centres comercials >> Mercats municipals,651,0065103005000000,431663.0410129589,4583015.567018728,41.39577357186832,2.182541089615223
﻿92086009788,Mercat del Clot,,,1985-01-17T00:00:00+01:00,2022-12-02T12:17:46.152342+01:00,,,209004,Pl Mercat,26,,65,el Clot,10,Sant Martí,08018,BARCELONA,True,,162417,20001,Telèfons,Tel.,934132306,True,,58731068,Mercats municipals,Planol BCN >> Mercats i centres comercials >> Mercats i centres comercials >> Mercats municipals,651,0065103005000000,432185.5746711287,4584325.60634667,41.40761694241932,2.1886443723650215
﻿92086009791,Mercat del Poblenou - Unió,,,1985-01-17T00:00:00+01:00,2022-12-20T13:03:44.734965+01:00,,,349003,Pl Unió,25,,68,el Poblenou,10,Sant Martí,08005,BARCELONA,True,,161888,20001,Telèfons,Tel.,934132309,True,,58731068,Mercats municipals,Planol BCN >> Mercats i centres comercials >> Mercats i centres comercials >> Mercats municipals,651,0065103005000000,433581.77325563296,4583580.411891241,41.40102174848232,2.2054291963991535
﻿92086009793,Mercat de Provençals,,,1985-01-17T00:00:00+01:00,2022-12-20T13:06:24.464061+01:00,,,208205,Carrer de Menorca,19,,72,Sant Martí de Provençals,10,Sant Martí,08020,Barcelona,True,,162487,20039,Telèfons,Servei a domicili,662002663,True,,58731068,Mercats municipals,Planol BCN >> Mercats i centres comercials >> Mercats i centres comercials >> Mercats municipals,651,0065103005000000,432853.1379254962,4585634.022723524,41.41945750050879,2.1964853596577782
﻿92086009776,Mercat del Guinardó,,,1985-01-17T00:00:00+01:00,2022-12-02T12:46:30.129818+01:00,,,334403,C Teodor Llorente,10,,35,el Guinardó,07,Horta-Guinardó,08041,BARCELONA,True,,162004,20001,Telèfons,Tel.,934132332,True,,58731068,Mercats municipals,Planol BCN >> Mercats i centres comercials >> Mercats i centres comercials >> Mercats municipals,651,0065103005000000,431451.9035357111,4585613.223645254,41.419151850876226,2.179721442393662
﻿92086009779,Mercat de La Guineueta,,,1985-01-17T00:00:00+01:00,2022-12-07T14:48:40.864996+01:00,,,351901,Passeig de Valldaura,186,,48,la Guineueta,08,Nou Barris,08042,Barcelona,True,,162006,20001,Telèfons,Tel.,934132338,True,,58731068,Mercats municipals,Planol BCN >> Mercats i centres comercials >> Mercats i centres comercials >> Mercats municipals,651,0065103005000000,430680.7835760518,4587785.720318845,41.43865254771624,2.170245672758619
﻿92086009449,Mercat de La Concepció,,,1984-12-28T00:00:00+01:00,2022-12-02T12:21:01.340362+01:00,,,018505,Carrer d'Aragó,311,,07,la Dreta de l'Eixample,02,Eixample,08009,Barcelona,True,,161780,20001,Telèfons,Tel.,934132314,True,,66731068,WiFi BCN,Planol BCN >> Internet >> Punts d'accés a Internet >> WiFi BCN,651,0065103013000000,430536.809959866,4583003.473907231,41.39556815947775,2.169071648271845
﻿92086009449,Mercat de La Concepció,,,1984-12-28T00:00:00+01:00,2022-12-02T12:21:01.340362+01:00,,,018505,Carrer d'Aragó,311,,07,la Dreta de l'Eixample,02,Eixample,08009,Barcelona,True,,161780,20001,Telèfons,Tel.,934132314,True,,58731068,Mercats municipals,Planol BCN >> Mercats i centres comercials >> Mercats i centres comercials >> Mercats municipals,651,0065103005000000,430536.809959866,4583003.473907231,41.39556815947775,2.169071648271845
﻿92086009450,Mercat de la Sagrada Família,,,1984-12-28T00:00:00+01:00,2022-12-20T13:09:50.897721+01:00,,,238400,Carrer de Padilla,255,,06,la Sagrada Família,02,Eixample,08013,Barcelona,True,,161781,20001,Telèfons,Tel.,934132324,True,,58731068,Mercats municipals,Planol BCN >> Mercats i centres comercials >> Mercats i centres comercials >> Mercats municipals,651,0065103005000000,431212.76716205146,4584123.996116258,41.40571844762519,2.177029420136341
﻿92086009452,Mercat de Sant Antoni,,,1990-06-25T00:00:00+02:00,2023-01-17T10:01:53.421934+01:00,,,349706,Carrer del Comte d'Urgell,1,,10,Sant Antoni,02,Eixample,08011,Barcelona,True,,161783,20001,Telèfons,Tel.,934132300,True,,58731068,Mercats municipals,Planol BCN >> Mercats i centres comercials >> Mercats i centres comercials >> Mercats municipals,651,0065103005000000,429906.97744922026,4581233.086052541,41.37956821941282,2.161743115837759
﻿92086009457,Mercat de Les Corts,,,1984-12-28T00:00:00+01:00,2022-12-02T12:58:30.653902+01:00,,,343903,Travessera de les Corts,215,,19,les Corts,04,Les Corts,08028,Barcelona,True,,162504,20039,Telèfons,Servei a domicili,667570336,True,,66731068,WiFi BCN,Planol BCN >> Internet >> Punts d'accés a Internet >> WiFi BCN,651,0065103013000000,427241.37925264693,4581760.084345993,41.38407806063042,2.1298048647400445
﻿92086009457,Mercat de Les Corts,,,1984-12-28T00:00:00+01:00,2022-12-02T12:58:30.653902+01:00,,,343903,Travessera de les Corts,215,,19,les Corts,04,Les Corts,08028,Barcelona,True,,162504,20039,Telèfons,Servei a domicili,667570336,True,,58731068,Mercats municipals,Planol BCN >> Mercats i centres comercials >> Mercats i centres comercials >> Mercats municipals,651,0065103005000000,427241.37925264693,4581760.084345993,41.38407806063042,2.1298048647400445
﻿92086009458,Mercat de Galvany,,,1984-12-28T00:00:00+01:00,2022-12-02T12:44:47.561605+01:00,,,318804,Carrer de Santaló,65,,26,Sant Gervasi - Galvany,05,Sarrià-Sant Gervasi,08021,Barcelona,True,,161786,20001,Telèfons,Tel.,934132317,True,,58731068,Mercats municipals,Planol BCN >> Mercats i centres comercials >> Mercats i centres comercials >> Mercats municipals,651,0065103005000000,428415.25654576975,4583147.844056434,41.39668239144884,2.143678943368952
﻿99400695137,Mercat de Núria,,,2022-07-12T14:09:27.020724+02:00,2022-07-18T08:58:48.742172+02:00,,,275600,Avinguda dels Rasos de Peguera,186,186,55,Ciutat Meridiana,08,Nou Barris,08033,Barcelona,True,,460429,20006,Telèfons,Informació,934132890,False,,58731068,Mercats municipals,Planol BCN >> Mercats i centres comercials >> Mercats i centres comercials >> Mercats municipals,651,0065103005000000,430903.145,4590148.469,41.45995202920537,2.1726367468768304
﻿92086009774,Mercat de l'Estrella,,,1985-01-17T00:00:00+01:00,2023-01-25T10:50:49.035471+01:00,,,144306,Carrer de Pi i Margall,73,,32,el Camp d'en Grassot i Gràcia Nova,06,Gràcia,08024,Barcelona,True,,162002,20001,Telèfons,Tel.,934132315,True,,58731068,Mercats municipals,Planol BCN >> Mercats i centres comercials >> Mercats i centres comercials >> Mercats municipals,651,0065103005000000,430127.6196048385,4584599.893253255,41.409911094905624,2.1639930826470137
